Exchange ID,ticker,Name,Market Cap,Country,IPO Year,Sector,Industry
1,DLNG,Dynagas LNG Partners LP Common Units,110406741,Greece,,,
1,DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,,Greece,,,
1,DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,,Greece,,,
1,DLR,Digital Realty Trust Inc. Common Stock,47420883898,United States,2004,Consumer Services,Real Estate Investment Trusts
1,DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,,United States,,,
1,DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,,United States,,,
1,DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,,United States,,,
1,DLX,Deluxe Corporation Common Stock,1400453369,United States,,Technology,Advertising
1,DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,896106610,,2020,Finance,Investment Managers
1,DM,Desktop Metal Inc. Class A Common Stock,1806993286,,2019,Technology,Computer peripheral equipment
1,DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,265074457,,2013,Finance,Trusts Except Educational Religious and Charitable
1,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,176453144,United States,2010,Finance,Trusts Except Educational Religious and Charitable
1,DMS,Digital Media Solutions Inc. Class A Ordinary Shares,261178556,United States,2018,Technology,Advertising
1,DMYS,dMY Technology Group Inc. VI Class A Common Stock,299520375,,2021,,
1,DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,14971414139,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1,DNB,Dun & Bradstreet Holdings Inc. Common Stock,7908007691,United States,2020,Technology,EDP Services
1,DNMR,Danimer Scientific Inc. Common Stock,1221190314,,2020,Consumer Non-Durables,Plastic Products
1,DNOW,NOW Inc. Common Stock,966284183,,2014,Energy,Metal Fabrications
1,DNP,DNP Select Income Fund Inc. Common Stock,3703003737,United States,1987,Finance,Investment Managers
1,DNZ,D and Z Media Acquisition Corp. Class A Common Stock,350031250,,2021,,
1,DOC,Physicians Realty Trust Common Shares of Beneficial Interest,4009268609,United States,2013,Consumer Services,Real Estate Investment Trusts
1,DOCN,DigitalOcean Holdings Inc. Common Stock,8949756966,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
1,DOCS,Doximity Inc. Class A Common Stock,10114349813,,2021,Technology,Retail: Computer Software & Peripheral Equipment
1,DOLE,Dole plc Ordinary Shares,1254282454,,2021,,Farming/Seeds/Milling
1,DOMA,Doma Holdings Inc. Common Stock,1725772195,,2021,Finance,Real Estate
1,DOOR,Masonite International Corporation Ordinary Shares (Canada),2798307777,Canada,,,
1,DOV,Dover Corporation Common Stock,24673210138,United States,,Capital Goods,Industrial Machinery/Components
1,DOW,Dow Inc. Common Stock ,40442116048,,2019,Basic Industries,Industrial Specialties
1,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,545430610,United States,2011,Finance,Trusts Except Educational Religious and Charitable
1,DPZ,Domino's Pizza Inc Common Stock,19431693972,United States,2004,Consumer Non-Durables,Food Distributors
1,DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,3197105594,China,2010,Technology,Semiconductors
1,DRD,DRDGOLD Limited American Depositary Shares,721716039,South Africa,,Basic Industries,Precious Metals
1,DRE,Duke Realty Corporation Common Stock,23456569977,United States,,Consumer Services,Real Estate Investment Trusts
1,DRH,Diamondrock Hospitality Company Common Stock,1954552115,United States,2005,Consumer Services,Real Estate Investment Trusts
1,DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,,United States,,,
1,DRI,Darden Restaurants Inc. Common Stock,19702661305,United States,,Consumer Services,Restaurants
1,DRQ,Dril-Quip Inc. Common Stock,710902430,United States,1997,Energy,Metal Fabrications
1,DS,Drive Shack Inc.,143665743,United States,,Consumer Services,Movies/Entertainment
1,DS^B,Drive Shack Inc. Preferred Series B,,United States,,,
1,DS^D,Drive Shack Inc. Pfd Ser D,,United States,,,
1,DSAQ,Direct Selling Acquisition Corp. Class A Common Stock,285775000,,2021,,
1,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,1744145759,,2013,Finance,Trusts Except Educational Religious and Charitable
1,DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,410692756,United States,1989,Finance,Investment Managers
1,DSU,Blackrock Debt Strategies Fund Inc. Common Stock,545124142,United States,1998,Finance,Finance Companies
1,DSX,Diana Shipping inc. common stock,366140008,Greece,2005,Transportation,Marine Transportation
1,DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),,Greece,,,
1,DT,Dynatrace Inc. Common Stock,17603147156,United States,2019,Technology,EDP Services
1,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,0,United States,2020,Public Utilities,Electric Utilities: Central
1,DTC,Solo Brands Inc. Class A Common Stock,1008593914,,2021,Miscellaneous,Diversified Commercial Services
1,DTE,DTE Energy Company Common Stock,22514984249,United States,,Public Utilities,Electric Utilities: Central
1,DTF,DTF Tax-Free Income Inc. Common Stock,100733695,United States,1991,Finance,Investment Managers
1,DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,0,United States,2021,Public Utilities,Electric Utilities: Central
1,DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,,,,,
1,DTM,DT Midstream Inc. Common Stock ,4551262525,,2021,Public Utilities,Oil & Gas Production
1,DTP,DTE Energy Company 6.25% Corporate Units,0,United States,,Public Utilities,Electric Utilities: Central
1,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,0,United States,2017,Public Utilities,Electric Utilities: Central
1,DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,0,United States,2016,,
1,DUK,Duke Energy Corporation (Holding Company) Common Stock,78096045692,United States,,Public Utilities,Power Generation
1,DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,United States,,,
1,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,0,United States,2018,Public Utilities,Power Generation
1,DV,DoubleVerify Holdings Inc. Common Stock,4979648955,,2021,Technology,Computer Software: Prepackaged Software
1,DVA,DaVita Inc. Common Stock,10782039000,United States,,Health Care,Medical/Nursing Services
1,DVD,Dover Motorsports Inc. Common Stock,131124928,United States,1996,Consumer Services,Services-Misc. Amusement & Recreation
1,DVN,Devon Energy Corporation Common Stock,29395340000,United States,,Energy,Oil & Gas Production
1,DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock,254534963,,2021,,
1,DX,Dynex Capital Inc. Common Stock,626251949,United States,,Consumer Services,Real Estate Investment Trusts
1,DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,,
1,DXC,DXC Technology Company Common Stock ,7784089862,,,Technology,EDP Services
1,DY,Dycom Industries Inc. Common Stock,2847246106,United States,,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction
1,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest,83330250,,2020,Finance,Finance/Investors Services
1,E,ENI S.p.A. Common Stock,49337986723,Italy,,Energy,Oil & Gas Production
1,EAF,GrafTech International Ltd. Common Stock,3142873164,United States,2018,Consumer Durables,Metal Fabrications
1,EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,0,United States,2016,,
1,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,143194413,United States,2013,Consumer Services,Real Estate Investment Trusts
1,EAT,Brinker International Inc. Common Stock,1636392957,United States,,Consumer Services,Restaurants
1,EB,Eventbrite Inc. Class A Common Stock,1465042558,United States,2018,Technology,EDP Services
1,EBF,Ennis Inc. Common Stock,501793304,United States,,Consumer Services,Office Equipment/Supplies/Services
1,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),9962711279,,2016,Public Utilities,Electric Utilities: Central
1,EBS,Emergent Biosolutions Inc. Common Stock,2154636493,United States,2006,Health Care,Biotechnology: Pharmaceutical Preparations
1,EC,Ecopetrol S.A. American Depositary Shares,28699452887,Colombia,,Energy,Oil & Gas Production
1,ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,0,,2021,,
1,ECC           ,Eagle Point Credit Company Inc. Common Stock,529759626,United States,2014,Finance,Trusts Except Educational Religious and Charitable
1,ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,,United States,,,
1,ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,0,United States,2016,Finance,Trusts Except Educational Religious and Charitable
1,ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,0,United States,,Finance,Trusts Except Educational Religious and Charitable
1,ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,0,United States,2021,Finance,Trusts Except Educational Religious and Charitable
1,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,0,United States,2018,Finance,Trusts Except Educational Religious and Charitable
1,ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,0,United States,2017,Finance,Trusts Except Educational Religious and Charitable
1,ECL,Ecolab Inc. Common Stock,66486480897,United States,,Consumer Non-Durables,Package Goods/Cosmetics
1,ECOM          ,ChannelAdvisor Corporation Common Stock,765346706,United States,2013,Technology,Computer Software: Prepackaged Software
1,ECVT,Ecovyst Inc. Common Stock,1344555745,United States,2017,Basic Industries,Major Chemicals
1,ED,Consolidated Edison Inc. Common Stock,29223183081,United States,,Public Utilities,Power Generation
1,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,367472215,United States,2007,Finance,Finance Companies
1,EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,110832842,United States,2010,Finance,Investment Managers
1,EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,75315835,United States,2012,Finance,Finance Companies
1,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,240275527,Argentina,2007,Public Utilities,Electric Utilities: Central
1,EDR,Endeavor Group Holdings Inc. Class A Common Stock,7949707057,,2021,Consumer Services,Movies/Entertainment
1,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),3903022221,China,2006,Consumer Services,Other Consumer Services
1,EEA,The European Equity Fund Inc. Common Stock,77635255,United States,,Finance,Trusts Except Educational Religious and Charitable
1,EEX,Emerald Holding Inc. Common Stock,269312498,United States,2017,Technology,Advertising
1,EFC,Ellington Financial Inc. Common Stock ,1000389959,United States,2010,Consumer Services,Real Estate Investment Trusts
1,EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,,
1,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,219148714,United States,2017,Finance,Trusts Except Educational Religious and Charitable
1,EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,419138235,United States,2003,Finance,Trusts Except Educational Religious and Charitable
1,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,418911130,United States,2004,Finance,Finance Companies
1,EFX,Equifax Inc. Common Stock,36005088287,United States,,Technology,Advertising
1,EGF,Blackrock Enhanced Government Fund Inc. Common Stock,53350918,United States,2005,Finance,Trusts Except Educational Religious and Charitable
1,EGGF,EG Acquisition Corp. Class A Common Stock,273093750,,2021,,
1,EGHT,8x8 Inc Common Stock,2011465526,United States,,Technology,EDP Services
1,EGO,Eldorado Gold Corporation Ordinary Shares,1605469319,Canada,,,
1,EGP,EastGroup Properties Inc. Common Stock,8708061793,United States,,Consumer Services,Real Estate Investment Trusts
1,EGY,VAALCO Energy Inc.  Common Stock,182280434,United States,,Energy,Oil & Gas Production
1,EHC,Encompass Health Corporation Common Stock,6326727693,United States,,Health Care,Medical Specialities
1,EHI,Western Asset Global High Income Fund Inc Common Stock,222887457,United States,2003,Finance,Investment Managers
1,EIC,Eagle Point Income Company Inc. Common Stock,0,,2019,Finance,Finance/Investors Services
1,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,0,,2021,Finance,Finance/Investors Services
1,EIG,Employers Holdings Inc Common Stock,1139268841,United States,2007,Finance,Property-Casualty Insurers
1,EIX,Edison International Common Stock,25476647647,United States,,Public Utilities,Electric Utilities: Central
1,EL,Estee Lauder Companies Inc. (The) Common Stock,1.30081E+11,United States,1995,Consumer Non-Durables,Package Goods/Cosmetics
1,ELAN,Elanco Animal Health Incorporated Common Stock,13232569045,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
1,ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,0,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
1,ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,0,United States,2016,,
1,ELF,e.l.f. Beauty Inc. Common Stock,1633787090,United States,2016,Consumer Non-Durables,Package Goods/Cosmetics
1,ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),15324701000,Brazil,2021,Public Utilities,Electric Utilities: Central
1,ELS,Equity Lifestyle Properties Inc. Common Stock,15636249427,United States,,Consumer Services,Real Estate Investment Trusts
1,ELVT,Elevate Credit Inc. Common Stock,106827602,United States,2017,Finance,Finance Companies
1,ELY,Callaway Golf Company Common Stock,5223267560,United States,1992,Consumer Non-Durables,Recreational Products/Toys
1,EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,780586254,United States,,Finance,Finance/Investors Services
1,EME,EMCOR Group Inc. Common Stock,6729976079,United States,,Capital Goods,Engineering & Construction
1,EMF,Templeton Emerging Markets Fund Common Stock,273654181,United States,1987,Finance,Finance/Investors Services
1,EMN,Eastman Chemical Company Common Stock,15769844727,United States,,Basic Industries,Major Chemicals
1,EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,288099105,United States,2011,Finance,Investment Managers
1,EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,0,United States,2016,,
1,EMR,Emerson Electric Company Common Stock,55081791000,United States,,Capital Goods,Industrial Machinery/Components
1,ENB,Enbridge Inc Common Stock,76561123064,Canada,,Energy,Oil & Gas Production
1,ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,0,Canada,2018,Energy,Oil & Gas Production
1,ENFN,Enfusion Inc. Class A Common Stock,1213946661,,2021,Technology,Computer Software: Prepackaged Software
1,ENIA,Enel Americas S.A. American Depositary Shares,13066910883,Chile,,Public Utilities,Electric Utilities: Central
1,ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),2794328911,,2016,Public Utilities,Electric Utilities: Central
1,ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,0,United States,,Public Utilities,Power Generation
1,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,3298593484,,,Public Utilities,Natural Gas Distribution
1,ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,0,United States,2016,,
1,ENPC,Executive Network Partnering Corporation Class A Common Stock,436294720,,2020,,
1,ENR,Energizer Holdings Inc. Common Stock,2633128893,United States,2015,Basic Industries,Metal Fabrications
1,ENR^A,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,,United States,,,
1,ENS,EnerSys Common Stock,3204265384,United States,2004,Consumer Non-Durables,Telecommunications Equipment
1,ENV,Envestnet Inc Common Stock,4309793023,United States,2010,Technology,EDP Services
1,ENVA,Enova International Inc. Common Stock,1446655307,United States,2014,Finance,Finance: Consumer Services
1,ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),174498376,United States,,Health Care,Medical Specialities
1,EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares,746637500,,2021,,
1,EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,258596064,United States,2007,Finance,Investment Managers
1,EOG,EOG Resources Inc. Common Stock,52470869496,United States,,Energy,Oil & Gas Production
1,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,783408297,United States,2004,Consumer Services,Real Estate Investment Trusts
1,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,1218015297,,2005,Finance,Trusts Except Educational Religious and Charitable
1,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,368715767,United States,2009,Finance,Trusts Except Educational Religious and Charitable
1,EP^C,El Paso Corporation Preferred Stock,,United States,,,
1,EPAC,Enerpac Tool Group Corp. Common Stock,1340259549,United States,,Capital Goods,Industrial Machinery/Components
1,EPAM,EPAM Systems Inc. Common Stock,39540338970,United States,2012,Technology,EDP Services
1,EPC,Edgewell Personal Care Company Common Stock,2421179727,,,Consumer Non-Durables,Package Goods/Cosmetics
1,EPD,Enterprise Products Partners L.P. Common Stock,46719402379,United States,,Public Utilities,Natural Gas Distribution
1,EPR,EPR Properties Common Stock,3532312546,United States,1997,Consumer Services,Real Estate Investment Trusts
1,EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,,United States,,,
1,EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,,United States,,,
1,EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,,United States,,,
1,EPRT,Essential Properties Realty Trust Inc. Common Stock,3322613648,United States,2018,Consumer Services,Real Estate Investment Trusts
1,EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,337065000,,2021,,
1,EQC,Equity Commonwealth Common Shares of Beneficial Interest,3063739060,United States,,Consumer Services,Real Estate Investment Trusts
1,EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,,United States,,,
1,EQD,Equity Distribution Acquisition Corp. Class A Common Stock,508702500,United States,2020,,
1,EQH,Equitable Holdings Inc. Common Stock,13094262075,United States,2018,,
1,EQH^A,Equitable Holdings Inc. Depositary Shares,,United States,,,
1,EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,,United States,,,
1,EQHA,EQ Health Acquisition Corp. Class A Common Stock,267849513,,2021,,
1,EQNR,Equinor ASA,85425836760,Norway,,Energy,Integrated oil Companies
1,EQR,Equity Residential Common Shares of Beneficial Interest,32573909043,United States,,Consumer Services,Real Estate Investment Trusts
1,EQS,Equus Total Return Inc. Common Stock,31362099,United States,,Finance,Finance/Investors Services
1,EQT,EQT Corporation Common Stock,7884133561,United States,,Energy,Oil & Gas Production
1,ERF,Enerplus Corporation Common Stock,2738700000,Canada,,,
1,ERJ,Embraer S.A. Common Stock,2821268446,Brazil,2000,Capital Goods,Aerospace
1,ERO,Ero Copper Corp. Common Shares,1306875703,,2021,,
1,ES,Eversource Energy (D/B/A) Common Stock,30213654759,United States,,Public Utilities,Electric Utilities: Central
1,ESE,ESCO Technologies Inc. Common Stock,2278110292,United States,,Capital Goods,Telecommunications Equipment
1,ESGC,Eros STX Global Corporation A Ordinary Shares,96930432,,2013,Consumer Services,Movies/Entertainment
1,ESI,Element Solutions Inc. Common Stock,5821280015,United States,2014,Basic Industries,Industrial Specialties
1,ESM,ESM Acquisition Corporation Class A Ordinary Shares,373316583,,2021,Finance,Major Banks
1,ESMT,EngageSmart Inc. Common Stock,3741542236,,2021,Technology,EDP Services
1,ESNT,Essent Group Ltd. Common Shares,4809334373,,2013,Finance,Property-Casualty Insurers
1,ESRT,Empire State Realty Trust Inc. Class A Common Stock,1601120578,United States,2013,Consumer Services,Real Estate Investment Trusts
1,ESS,Essex Property Trust Inc. Common Stock,22499561420,United States,1994,Consumer Services,Real Estate Investment Trusts
1,ESTC,Elastic N.V. Ordinary Shares,10835778887,United States,2018,Technology,Computer Software: Prepackaged Software
1,ESTE,Earthstone Energy Inc. Class A Common Stock,575695814,United States,,Energy,Oil & Gas Production
1,ET,Energy Transfer LP Common Units ,26131775046,United States,,Public Utilities,Natural Gas Distribution
1,ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,United States,,,
1,ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,United States,,,
1,ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,United States,,,
1,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,461847695,United States,2005,Finance,Trusts Except Educational Religious and Charitable
1,ETD,Ethan Allen Interiors Inc. Common Stock,636552907,United States,,Consumer Durables,Home Furnishings
1,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,1702257774,United States,2004,Finance,Investment Managers
1,ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,,United States,,,
1,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,680435687,United States,2007,Finance,Finance Companies
1,ETN,Eaton Corporation PLC Ordinary Shares,67945356000,Ireland,,Capital Goods,Industrial Machinery/Components
1,ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,490351937,United States,2004,Finance,Investment Managers
1,ETR,Entergy Corporation Common Stock,21587401218,United States,,Public Utilities,Electric Utilities: Central
1,ETRN,Equitrans Midstream Corporation Common Stock ,4255809840,,2018,Energy,Oilfield Services/Equipment
1,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,1612152808,United States,2005,Finance,Trusts Except Educational Religious and Charitable
1,ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,1163841809,United States,2005,Finance,Investment Managers
1,ETWO,E2open Parent Holdings Inc.Class A Common Stock,3468027189,,2020,Technology,Computer Software: Prepackaged Software
1,ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,238133970,,2013,Finance,Finance Companies
1,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,2273960001,United States,2006,Finance,Finance Companies
1,EURN,Euronav NV Ordinary Shares,1849387086,,2015,Transportation,Marine Transportation
1,EVA,Enviva Partners LP Common units representing limited partner interests,4338730394,United States,2015,,
1,EVC,Entravision Communications Corporation Common Stock,598838854,United States,2000,Consumer Services,Broadcasting
1,EVF,Eaton Vance Senior Income Trust Common Stock,117152524,United States,1998,Finance,Trusts Except Educational Religious and Charitable
1,EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,233699390,United States,2005,Finance,Investment Managers
1,EVH,Evolent Health Inc Class A Common Stock,2412295479,United States,2015,Health Care,Managed Health Care
1,EVN,Eaton Vance Municipal Income Trust Common Stock,545423491,United States,1999,Finance,Investment Managers
1,EVR,Evercore Inc. Class A Common Stock,5319490126,United States,2006,Finance,Investment Managers
1,EVRG,Evergy Inc. Common Stock,15349522738,,2018,Public Utilities,Power Generation
1,EVRI,Everi Holdings Inc. Common Stock,1910551146,United States,,Consumer Services,Recreational Products/Toys
1,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,2084674799,United States,2003,Finance,Finance Companies
1,EVTC,Evertec Inc. Common Stock,3539477518,Puerto Rico,2013,Technology,EDP Services
1,EW,Edwards Lifesciences Corporation Common Stock,76068914993,United States,,Health Care,Industrial Specialties
1,EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,117886067,United States,2010,Finance,Trusts Except Educational Religious and Charitable
1,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,3159926358,United States,2007,Finance,Finance Companies
1,EXK,Endeavour Silver Corporation Ordinary Shares (Canada),693777519,Canada,,,
1,EXP,Eagle Materials Inc Common Stock,6698996436,United States,,Capital Goods,Building Materials
1,EXPR,Express Inc. Common Stock,230404193,United States,2010,,
1,EXR,Extra Space Storage Inc Common Stock,27944558413,United States,2004,Consumer Services,Real Estate Investment Trusts
1,EXTN,Exterran Corporation Common Stock,105905295,United States,2015,Technology,Diversified Commercial Services
1,F,Ford Motor Company Common Stock,85719380239,United States,,Capital Goods,Auto Manufacturing
1,F^B,Ford Motor Company 6.20% Notes due June 1 2059,,United States,,,
1,F^C,Ford Motor Company 6% Notes due December 1 2059,,United States,,,
1,FACA,Figure Acquisition Corp. I Class A Common Stock,404964280,,2021,,
1,FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,419606250,,2021,Health Care,Biotechnology: Pharmaceutical Preparations
1,FAF,First American Corporation (New) Common Stock,8345583946,United States,,Finance,Specialty Insurers
1,FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,100151871,United States,2006,Finance,Finance/Investors Services
1,FBC,Flagstar Bancorp Inc. Common Stock,2545910880,United States,,Finance,Savings Institutions
1,FBHS,Fortune Brands Home & Security Inc. Common Stock,14344405685,United States,,Consumer Durables,Building Products
1,FBK,FB Financial Corporation Common Stock,2054947183,United States,2016,Finance,Major Banks
1,FBP,First BanCorp. New Common Stock,2720677912,Puerto Rico,,Finance,Major Banks
1,FBRT,Franklin BSP Realty Trust Inc. Common Stock,707177736,,2021,Consumer Services,Real Estate Investment Trusts
1,FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,,,,,
1,FC,Franklin Covey Company Common Stock,639409659,United States,,Consumer Services,Professional Services
1,FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares,488500000,,2021,Finance,Business Services
1,FCF,First Commonwealth Financial Corporation Common Stock,1429677230,United States,,Finance,Major Banks
1,FCN,FTI Consulting Inc. Common Stock,4972513484,United States,,Consumer Services,Professional Services
1,FCPT,Four Corners Property Trust Inc. Common Stock,2175929566,United States,2015,Consumer Services,Real Estate Investment Trusts
1,FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023,0,United States,2018,,
1,FCRX,First Eagle Alternative Capital BDC Inc. 5.000% Notes due 2026,0,United States,2021,,
1,FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,306290606,United States,2004,Finance,Finance Companies
1,FCX,Freeport-McMoRan Inc. Common Stock,56345328809,United States,,Basic Industries,Precious Metals
1,FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,215915807,,2015,Finance,Trusts Except Educational Religious and Charitable
1,FDP,Fresh Del Monte Produce Inc. Common Stock,1240459721,Cayman Islands,1997,,Farming/Seeds/Milling
1,FDX,FedEx Corporation Common Stock,65424295792,United States,,Transportation,Air Freight/Delivery Services
1,FE,FirstEnergy Corp. Common Stock,21569905305,United States,,Public Utilities,Electric Utilities: Central
1,FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share,46725014,,2017,Consumer Services,Other Consumer Services
